x,y
0.0,4.835242056304029
0.0847457627118644,4.4005270582842115
0.1694915254237288,4.195416650466999
0.2542372881355932,3.9964416757583368
0.3389830508474576,3.686783465397728
0.423728813559322,3.5501433464934533
0.5084745762711864,3.363092264431132
0.5932203389830508,3.0482165471666587
0.6779661016949152,3.106881037313382
0.7627118644067796,2.921075015317331
0.847457627118644,2.680559475644448
0.9322033898305084,2.5837655491253626
1.0169491525423728,2.513533900610058
1.1016949152542372,2.3359749879924316
1.1864406779661016,2.2288557097041037
1.271186440677966,2.030527647748036
1.3559322033898304,2.096317241150358
1.4406779661016949,1.973241604794431
1.5254237288135593,1.9024772173479505
1.6101694915254237,1.6810159515456584
1.694915254237288,1.8628837639078322
1.7796610169491525,1.6756043976709845
1.8644067796610169,1.5691453198225687
1.9491525423728813,1.7034401162127417
2.0338983050847457,1.4823488419062185
2.11864406779661,1.3184048598431715
2.2033898305084745,1.3538975057094094
2.288135593220339,1.1582628809939846
2.3728813559322033,1.3832410852036412
2.4576271186440675,1.2266883049695245
2.542372881355932,1.1638938454307364
2.6271186440677967,1.2747938136381374
2.711864406779661,1.0248567052028228
2.796610169491525,1.1698247373908928
2.8813559322033897,0.9338482032550499
2.9661016949152543,1.0198743036619393
3.0508474576271185,0.9520695298959829
3.1355932203389827,1.1425272595441642
3.2203389830508473,1.1455211846129492
3.305084745762712,0.9579332039774209
3.389830508474576,1.0329101418156306
3.4745762711864403,0.9338392516784884
3.559322033898305,0.9774112302226619
3.6440677966101696,0.8565340326812879
3.7288135593220337,0.7658852990190543
3.813559322033898,0.745027334165107
3.8983050847457625,0.9075180807699811
3.983050847457627,1.0450823082035199
4.067796610169491,0.8759939621913697
4.1525423728813555,0.8023491316384178
4.23728813559322,0.987819071861949
4.322033898305085,0.8450018664045141
4.406779661016949,0.8258720405502047
4.491525423728813,0.8302446084276984
4.576271186440678,0.792235253678402
4.661016949152542,0.7713271679787351
4.745762711864407,0.6749898573458659
4.830508474576271,0.8240313768875643
4.915254237288135,0.7708197141008907
5.0,0.8687094293424574
